Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
aus_51,2-20-2024,Australia,Sydney,6.4,80,102.8,24,None,Koeppen-B,Arid,Desert,10.4,9.1,S,Winter,4325788,57727574.65,9
aus_52,2-21-2024,Australia,Sydney,27.5,19,42.9,397,Flood,Koeppen-A,Arid,Forest,28.4,19.6,SE,Winter,500704,37590029.85,10
aus_53,2-22-2024,Australia,Sydney,2.9,73,101.6,312,None,Koeppen-C,Arid,Wetland,6.6,37.4,SE,Winter,1694879,47676299.67,7
aus_54,2-23-2024,Australia,Sydney,18.5,85,41.5,459,None,Koeppen-A,Arid,Desert,22.8,19,NW,Winter,6499939,68806346.6,9
aus_55,2-24-2024,Australia,Sydney,0.5,42,9.8,45,None,Koeppen-B,Arid,Desert,2.6,19.9,N,Winter,6746723,87909498.54,9
aus_56,2-25-2024,Australia,Sydney,29.6,17,2.9,137,None,Koeppen-A,Arid,Desert,30.5,8.3,S,Winter,1857508,54735886.61,1
aus_57,2-26-2024,Australia,Sydney,25.1,91,67.2,335,Heatwave,Koeppen-D,Arid,Grassland,29.7,8.9,W,Winter,9164179,86419387.63,7
aus_58,2-27-2024,Australia,Sydney,11.2,41,181.4,84,None,Koeppen-C,Arid,Forest,13.2,8,E,Winter,2097118,96683505.39,9
aus_59,2-28-2024,Australia,Sydney,-7,78,36.3,245,None,Koeppen-D,Arid,Grassland,-3.1,16.1,W,Winter,9548963,79964452.21,1
aus_60,2-29-2024,Australia,Sydney,27.6,50,116.7,369,Drought,Koeppen-C,Arid,Tundra,30.1,13.6,SW,Winter,5712698,71410658.87,6
aus_61,01-03-2024,Australia,Sydney,15.3,57,113.5,17,Flood,Koeppen-B,Arid,Grassland,18.2,11.2,SE,Spring,4768363,46655215.79,4
aus_62,02-03-2024,Australia,Sydney,3.4,64,85.3,93,None,Koeppen-D,Arid,Wetland,6.6,13.5,NW,Spring,1519087,79893699.46,9
aus_63,03-03-2024,Australia,Sydney,8.5,11,138.2,189,None,Koeppen-D,Arid,Grassland,9.1,33,S,Spring,3663563,22401535.02,1
aus_64,04-03-2024,Australia,Sydney,3.1,43,199.8,248,None,Koeppen-C,Arid,Wetland,5.2,18.5,SE,Spring,420967,43620109.25,5
aus_65,05-03-2024,Australia,Sydney,5.3,12,136.4,142,None,Koeppen-D,Arid,Wetland,5.9,0.1,E,Spring,9699767,23407224.55,5
aus_66,06-03-2024,Australia,Sydney,39.5,39,141.8,227,None,Koeppen-C,Arid,Desert,41.5,0.5,E,Spring,8356496,74586183.71,5
aus_67,07-03-2024,Australia,Sydney,26.6,57,2.8,291,None,Koeppen-A,Arid,Forest,29.5,10.6,E,Spring,1298985,54975005.84,2
aus_68,08-03-2024,Australia,Sydney,18.3,39,175.4,187,Drought,Koeppen-C,Arid,Grassland,20.2,28.2,E,Spring,7372356,25407856.41,8
aus_69,09-03-2024,Australia,Sydney,-9.1,87,21.8,63,None,Koeppen-D,Arid,Wetland,-4.7,28.3,S,Spring,9023387,24994039.73,8
aus_70,10-03-2024,Australia,Sydney,37,46,170.4,395,Flood,Koeppen-A,Arid,Desert,39.3,23.7,NW,Spring,9838545,36599529.07,6
aus_71,11-03-2024,Australia,Sydney,0.8,33,169.6,495,None,Koeppen-D,Arid,Forest,2.5,3,S,Spring,7746611,47336395.1,10
aus_72,12-03-2024,Australia,Sydney,14.8,89,129.3,231,None,Koeppen-C,Arid,Grassland,19.2,32.7,W,Spring,1435980,95462126.31,3
aus_73,3-13-2024,Australia,Sydney,3.6,24,82.9,445,None,Koeppen-B,Arid,Forest,4.8,14,W,Spring,3307699,89997260.07,1
aus_74,3-14-2024,Australia,Sydney,-6.3,24,137.5,28,None,Koeppen-D,Arid,Desert,-5.1,4.5,NE,Spring,8474410,39287623.97,10
aus_75,3-15-2024,Australia,Sydney,32.9,84,168,407,Drought,Koeppen-B,Arid,Grassland,37.1,9.7,W,Spring,1447138,98415639.47,6
aus_76,3-16-2024,Australia,Sydney,19.7,26,186.1,464,None,Koeppen-D,Arid,Grassland,21,7.3,W,Spring,1866381,34164951.33,3
aus_77,3-17-2024,Australia,Sydney,23.7,17,98.1,273,Heatwave,Koeppen-B,Arid,Forest,24.6,16.2,N,Spring,287526,42792712.26,1
aus_78,3-18-2024,Australia,Sydney,28,30,128.8,348,None,Koeppen-B,Arid,Grassland,29.5,10.1,N,Spring,8392189,8068423.44,8
aus_79,3-19-2024,Australia,Sydney,14.5,45,122.6,479,None,Koeppen-A,Arid,Forest,16.8,24.3,NE,Spring,1008631,23431979.03,6
aus_80,3-20-2024,Australia,Sydney,1.4,97,100.3,162,None,Koeppen-C,Arid,Tundra,6.2,30.6,E,Spring,7489875,85260382.8,1
aus_81,3-21-2024,Australia,Sydney,7.2,23,64.5,500,Drought,Koeppen-A,Arid,Grassland,8.3,12,W,Spring,1251298,64679904.22,3
aus_82,3-22-2024,Australia,Sydney,10.3,61,190.8,452,Flood,Koeppen-C,Arid,Tundra,13.4,31.4,SW,Spring,9843215,91786175.4,7
aus_83,3-23-2024,Australia,Sydney,29.2,75,150.7,359,None,Koeppen-C,Arid,Forest,33,12.1,E,Spring,3051615,22467573.08,6
aus_84,3-24-2024,Australia,Sydney,7.1,25,31.4,145,Hurricane,Koeppen-D,Arid,Wetland,8.3,17.1,NE,Spring,1924531,23292295.72,8
aus_85,3-25-2024,Australia,Sydney,-5.5,29,118.3,229,None,Koeppen-A,Arid,Forest,-4,18.7,N,Spring,3652444,85436445.4,8
aus_86,3-26-2024,Australia,Sydney,-8.4,83,136.6,436,None,Koeppen-D,Arid,Grassland,-4.2,3.8,N,Spring,1059606,51066911.8,8
aus_87,3-27-2024,Australia,Sydney,-1.2,62,118.3,376,None,Koeppen-A,Arid,Grassland,1.9,7.6,W,Spring,3238991,48850390.78,1
aus_88,3-28-2024,Australia,Sydney,3.6,10,49.8,427,Heatwave,Koeppen-C,Arid,Desert,4.1,3.8,S,Spring,8501727,29333685.12,5
aus_89,3-29-2024,Australia,Sydney,18.5,86,17.7,186,Heatwave,Koeppen-C,Arid,Grassland,22.8,8.6,SE,Spring,1913894,21192621.95,9
aus_90,3-30-2024,Australia,Sydney,18.7,88,101.8,211,None,Koeppen-B,Arid,Tundra,23.1,38.1,NE,Spring,1105169,22317230.67,3
aus_91,3-31-2024,Australia,Sydney,11.2,31,50.7,79,None,Koeppen-B,Arid,Desert,12.8,23.9,SW,Spring,3403467,81859505.26,1
aus_92,01-04-2024,Australia,Sydney,-9.6,45,32,206,None,Koeppen-D,Arid,Tundra,-7.3,27.3,W,Spring,5221920,24729445.03,8
aus_93,02-04-2024,Australia,Sydney,12.3,48,88.7,250,Flood,Koeppen-C,Arid,Grassland,14.7,34.1,N,Spring,5571284,10810019.67,3
aus_94,03-04-2024,Australia,Sydney,21.5,66,170,400,None,Koeppen-B,Arid,Desert,24.8,15.5,NW,Spring,7234042,78816800.77,3
aus_95,04-04-2024,Australia,Sydney,41.8,82,0.7,65,None,Koeppen-A,Arid,Grassland,45.9,23.6,N,Spring,6468123,48429504.44,3
aus_96,05-04-2024,Australia,Sydney,-1.6,57,133.1,224,None,Koeppen-C,Arid,Wetland,1.2,10.3,N,Spring,2826809,1388843.69,4
aus_97,06-04-2024,Australia,Sydney,1.4,59,95.3,327,None,Koeppen-A,Arid,Desert,4.3,1.3,W,Spring,1419287,38254966.31,3
aus_98,07-04-2024,Australia,Sydney,-8.2,54,133.9,316,None,Koeppen-A,Arid,Wetland,-5.5,26.8,E,Spring,6112030,22709362.39,6
aus_99,08-04-2024,Australia,Sydney,15,99,77.3,299,None,Koeppen-A,Arid,Grassland,19.9,9,SW,Spring,269459,84330842.23,3
aus_100,09-04-2024,Australia,Sydney,18.4,71,177.1,185,None,Koeppen-B,Arid,Desert,21.9,12.2,SW,Spring,8791432,26001877.25,3
aus_101,10-04-2024,Australia,Sydney,10.7,38,115.1,208,None,Koeppen-A,Arid,Grassland,12.6,30.1,W,Spring,5088149,91742530.34,5
aus_102,11-04-2024,Australia,Sydney,19.5,22,155.6,216,None,Koeppen-B,Arid,Tundra,20.6,30.9,W,Spring,1056414,48827896.18,5
aus_103,12-04-2024,Australia,Sydney,31.6,40,95.9,131,None,Koeppen-A,Arid,Desert,33.6,2.8,SW,Spring,7261209,94091819.59,9
aus_104,4-13-2024,Australia,Sydney,39.9,95,145.3,272,Flood,Koeppen-A,Arid,Tundra,44.6,32.4,E,Spring,4399144,93438802.5,9
aus_105,4-14-2024,Australia,Sydney,7.2,73,100.2,99,Heatwave,Koeppen-B,Arid,Forest,10.9,32.5,E,Spring,2650075,8987350.99,4
aus_106,4-15-2024,Australia,Sydney,24.2,90,85.3,75,None,Koeppen-D,Arid,Grassland,28.7,33.3,S,Spring,4486261,94826160.32,3
aus_107,4-16-2024,Australia,Sydney,26,49,184.6,173,Drought,Koeppen-D,Arid,Wetland,28.4,15.9,S,Spring,3775101,66174820.1,7
aus_108,4-17-2024,Australia,Sydney,6,27,6.4,137,None,Koeppen-C,Arid,Grassland,7.3,31,NE,Spring,527312,13298250.38,7
aus_109,4-18-2024,Australia,Sydney,-6.2,43,196.7,325,None,Koeppen-D,Arid,Desert,-4.1,38.7,NE,Spring,638536,20569610.46,1
aus_110,4-19-2024,Australia,Sydney,16.2,15,39,193,Flood,Koeppen-C,Arid,Grassland,16.9,5,NE,Spring,2392599,53044800.71,3
aus_111,4-20-2024,Australia,Sydney,25.1,62,185.3,238,Flood,Koeppen-A,Arid,Forest,28.2,1.8,W,Spring,8268732,81545239.91,9
aus_112,4-21-2024,Australia,Sydney,30.4,79,116.8,301,None,Koeppen-A,Arid,Grassland,34.4,33.6,SW,Spring,3301832,46323804.52,4
aus_113,4-22-2024,Australia,Sydney,22.2,99,62.1,147,None,Koeppen-A,Arid,Forest,27.1,13.7,N,Spring,2075676,30423963.42,8
aus_114,4-23-2024,Australia,Sydney,31.2,42,140.4,405,None,Koeppen-C,Arid,Grassland,33.3,35.8,SE,Spring,393367,1117367.83,2
aus_115,4-24-2024,Australia,Sydney,-2,44,13.1,191,None,Koeppen-A,Arid,Grassland,0.2,34.7,NW,Spring,6101655,22211687.77,1
aus_116,4-25-2024,Australia,Sydney,41.2,30,24.2,10,Drought,Koeppen-D,Arid,Desert,42.7,32.1,SE,Spring,5553682,92249699.18,3
aus_117,4-26-2024,Australia,Sydney,-2.8,18,192.3,203,Hurricane,Koeppen-A,Arid,Tundra,-1.9,15.8,NE,Spring,5173752,76651596.4,3
aus_118,4-27-2024,Australia,Sydney,-1.7,17,44.5,249,None,Koeppen-D,Arid,Desert,-0.8,19.1,SE,Spring,4102683,67172735.96,5
aus_119,4-28-2024,Australia,Sydney,2.4,35,125.5,115,None,Koeppen-C,Arid,Desert,4.2,15.9,NW,Spring,4998929,80824160.06,10
aus_120,4-29-2024,Australia,Sydney,23.4,46,188.6,221,None,Koeppen-D,Arid,Grassland,25.7,16.8,W,Spring,4183219,35627624.6,9
aus_121,4-30-2024,Australia,Sydney,35.5,80,42.4,296,None,Koeppen-D,Arid,Grassland,39.5,28.2,NW,Spring,1377562,77069343.67,6
aus_122,01-05-2024,Australia,Sydney,3.6,65,11.1,482,Flood,Koeppen-B,Arid,Forest,6.8,37.2,S,Spring,1461280,22074937.3,8
aus_123,02-05-2024,Australia,Sydney,34.8,27,14.7,75,None,Koeppen-A,Arid,Desert,36.1,26,E,Spring,5125326,25487298.2,10
aus_124,03-05-2024,Australia,Sydney,-4.9,14,151.4,270,None,Koeppen-A,Arid,Desert,-4.2,9.2,SE,Spring,9302828,39348157.57,5
aus_125,04-05-2024,Australia,Sydney,12.2,54,13.8,80,Drought,Koeppen-B,Arid,Wetland,14.9,4.5,SE,Spring,541112,79918430.89,8
aus_126,05-05-2024,Australia,Sydney,-6.4,79,46.4,316,None,Koeppen-D,Arid,Tundra,-2.5,9.2,N,Spring,8556262,30011976.76,6
aus_127,06-05-2024,Australia,Sydney,28.5,100,111.5,485,Flood,Koeppen-C,Arid,Wetland,33.5,31.2,NE,Spring,3597546,68108918.94,3
aus_128,07-05-2024,Australia,Sydney,40.5,96,14,242,None,Koeppen-C,Arid,Tundra,45.3,11.8,NE,Spring,258471,55955007.51,5
aus_129,08-05-2024,Australia,Sydney,-8.3,36,103.3,240,None,Koeppen-C,Arid,Desert,-6.5,8.2,N,Spring,1734829,89491570.67,7
aus_130,09-05-2024,Australia,Sydney,15.5,54,81,357,None,Koeppen-A,Arid,Forest,18.2,8.6,NW,Spring,3040567,36178191.71,6
aus_131,10-05-2024,Australia,Sydney,11.3,84,186.3,105,Hurricane,Koeppen-B,Arid,Grassland,15.5,7,SE,Spring,1209657,36194532.51,5
aus_132,11-05-2024,Australia,Sydney,26.7,68,37.7,283,Flood,Koeppen-C,Arid,Grassland,30.1,17,S,Spring,9812086,16888739.91,5
aus_133,12-05-2024,Australia,Sydney,6.3,97,82.4,328,None,Koeppen-C,Arid,Forest,11.2,18,SE,Spring,6199667,76509131.08,7
aus_134,5-13-2024,Australia,Sydney,42,94,174.7,337,Drought,Koeppen-D,Arid,Tundra,46.7,10.1,NE,Spring,51236,83892643.78,3
aus_135,5-14-2024,Australia,Sydney,16.6,10,137.6,42,None,Koeppen-C,Arid,Grassland,17.1,35.7,SW,Spring,2795497,9839784.36,2
aus_136,5-15-2024,Australia,Sydney,9.4,29,63.2,375,None,Koeppen-C,Arid,Forest,10.9,9.1,N,Spring,1224862,87614422.04,8
aus_137,5-16-2024,Australia,Sydney,40.5,36,167.5,152,None,Koeppen-C,Arid,Grassland,42.3,19.5,S,Spring,8696952,86824550.99,7
aus_138,5-17-2024,Australia,Sydney,44.2,95,46,125,None,Koeppen-D,Arid,Forest,49,7.6,N,Spring,7378506,97651854.2,7
aus_139,5-18-2024,Australia,Sydney,21.2,76,192.7,325,Hurricane,Koeppen-C,Arid,Wetland,25,21.7,NE,Spring,1941870,23558865.63,1
aus_140,5-19-2024,Australia,Sydney,8,56,173.7,414,Heatwave,Koeppen-C,Arid,Desert,10.8,9.4,W,Spring,5755474,92526750.72,2
aus_141,5-20-2024,Australia,Sydney,27,42,125.9,19,None,Koeppen-A,Arid,Desert,29.1,4.3,SW,Spring,1465316,99181694.54,4
aus_142,5-21-2024,Australia,Sydney,-1.3,17,173.5,442,Heatwave,Koeppen-C,Arid,Wetland,-0.4,21.8,W,Spring,2787236,79350799.63,1
aus_143,5-22-2024,Australia,Sydney,43.1,36,161.9,259,None,Koeppen-B,Arid,Wetland,44.9,3.1,S,Spring,5090660,24920510.34,1
aus_144,5-23-2024,Australia,Sydney,-8,87,40.4,67,None,Koeppen-B,Arid,Grassland,-3.6,19.3,W,Spring,1760034,95778741.31,1
aus_145,5-24-2024,Australia,Sydney,11.3,19,105.8,120,None,Koeppen-D,Arid,Wetland,12.2,16.5,SE,Spring,622934,37567676.9,5
aus_146,5-25-2024,Australia,Sydney,19.6,87,79.8,122,None,Koeppen-C,Arid,Tundra,24,20.9,SW,Spring,3339757,58672675.5,9
aus_147,5-26-2024,Australia,Sydney,14.1,83,141.4,459,None,Koeppen-C,Arid,Desert,18.2,3.7,N,Spring,4931500,91571159.82,3
aus_148,5-27-2024,Australia,Sydney,8.1,56,168.1,25,Flood,Koeppen-C,Arid,Wetland,10.9,14.4,N,Spring,1221346,85407764.62,4
aus_149,5-28-2024,Australia,Sydney,30.8,47,109.8,309,None,Koeppen-A,Arid,Desert,33.1,8,W,Spring,6626191,47815189.55,4
aus_150,5-29-2024,Australia,Sydney,9.1,25,111.2,141,None,Koeppen-A,Arid,Grassland,10.3,1.6,E,Spring,2525398,66775963.85,4
aus_151,5-30-2024,Australia,Sydney,-6.8,66,183,154,None,Koeppen-A,Arid,Desert,-3.5,13.5,N,Spring,7596154,76201944.09,3
aus_152,5-31-2024,Australia,Sydney,16.9,35,184.1,173,None,Koeppen-C,Arid,Wetland,18.6,6.2,N,Spring,7652702,88753229,4
aus_153,01-06-2024,Australia,Sydney,12.5,94,125.7,466,None,Koeppen-B,Arid,Wetland,17.2,31.8,N,Summer,534811,7660433.59,3
aus_154,02-06-2024,Australia,Sydney,31.3,76,175.3,224,None,Koeppen-D,Arid,Tundra,35.1,18.5,S,Summer,9038662,61437148.96,10
aus_155,03-06-2024,Australia,Sydney,30.8,15,194.5,396,None,Koeppen-C,Arid,Grassland,31.6,26.8,SE,Summer,9410281,89056469.28,4
aus_156,04-06-2024,Australia,Sydney,11.6,49,85,138,None,Koeppen-B,Arid,Wetland,14.1,0.1,E,Summer,1583594,47955709.47,9
aus_157,05-06-2024,Australia,Sydney,32.3,10,7.4,250,None,Koeppen-C,Arid,Desert,32.8,24.6,NW,Summer,4356431,22551221.06,5
aus_158,06-06-2024,Australia,Sydney,39.3,60,142,87,Heatwave,Koeppen-D,Arid,Desert,42.3,1.1,NW,Summer,5502628,84152307.13,3
aus_159,07-06-2024,Australia,Sydney,-0.9,38,39.6,115,None,Koeppen-D,Arid,Forest,1,8.1,NW,Summer,2162019,89805395.39,4
aus_160,08-06-2024,Australia,Sydney,9.4,90,157.6,211,None,Koeppen-D,Arid,Grassland,13.9,31.9,NW,Summer,6370986,27227019.1,6
aus_161,09-06-2024,Australia,Sydney,9.4,89,117.8,49,None,Koeppen-A,Arid,Tundra,13.9,8.7,S,Summer,5451659,88312882.07,9
aus_162,10-06-2024,Australia,Sydney,-3.1,13,143.9,99,None,Koeppen-A,Arid,Wetland,-2.5,15.7,NE,Summer,5003568,26371194.57,9
aus_163,11-06-2024,Australia,Sydney,15,79,18.5,167,None,Koeppen-C,Arid,Forest,18.9,34.7,E,Summer,3847019,45449760.68,1
aus_164,12-06-2024,Australia,Sydney,-0.5,24,112.7,403,None,Koeppen-B,Arid,Grassland,0.7,18.3,SE,Summer,5244619,94968285.91,2
aus_165,6-13-2024,Australia,Sydney,36.3,19,22.8,69,None,Koeppen-D,Arid,Forest,37.2,2.3,E,Summer,3679892,66309681.62,2
aus_166,6-14-2024,Australia,Sydney,27.1,99,63.7,108,None,Koeppen-C,Arid,Tundra,32.1,34.5,E,Summer,1351972,39551464.92,6
aus_167,6-15-2024,Australia,Sydney,-6.5,96,170.3,49,None,Koeppen-B,Arid,Tundra,-1.7,27,N,Summer,8001630,84959641.47,8
aus_168,6-16-2024,Australia,Sydney,27.5,31,57.4,241,None,Koeppen-D,Arid,Grassland,29.1,26.2,W,Summer,6147239,30462741.34,1
aus_169,6-17-2024,Australia,Sydney,30.6,98,22.7,117,None,Koeppen-C,Arid,Forest,35.5,2.1,SW,Summer,896869,66109786.01,5
aus_170,6-18-2024,Australia,Sydney,36.9,41,162.9,482,None,Koeppen-D,Arid,Desert,38.9,6.9,SE,Summer,957981,76324576.65,5
aus_171,6-19-2024,Australia,Sydney,-8,85,40.2,117,None,Koeppen-C,Arid,Tundra,-3.8,13.5,SE,Summer,4244757,44019389.82,6
aus_172,6-20-2024,Australia,Sydney,2.1,26,34.5,94,None,Koeppen-A,Arid,Tundra,3.4,13.1,E,Summer,8470391,37074199.62,2
aus_173,6-21-2024,Australia,Sydney,36.1,34,197.9,450,Heatwave,Koeppen-D,Arid,Forest,37.8,16.4,W,Summer,9905592,1630648.06,4
aus_174,6-22-2024,Australia,Sydney,28.5,67,13.4,437,None,Koeppen-D,Arid,Wetland,31.9,30.4,N,Summer,3774007,58482319.7,1
aus_175,6-23-2024,Australia,Sydney,21.3,93,71.2,277,Flood,Koeppen-A,Arid,Grassland,26,32.3,SE,Summer,8686375,67665786.56,3
