Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
cnd_33,2/2/2024,Canada,Toronto,21.4,55,26.4,201,None,Koeppen-B,Temperate,Desert,24.1,4.2,NE,Winter,5895123,79071922.87,5
cnd_34,2/3/2024,Canada,Toronto,-0.4,18,124.4,258,None,Koeppen-D,Temperate,Grassland,0.5,31.4,W,Winter,6462096,76795920.97,7
cnd_35,2/4/2024,Canada,Toronto,-2.8,46,196,190,Heatwave,Koeppen-B,Temperate,Forest,-0.5,4.3,S,Winter,256725,53071787.55,7
cnd_36,2/5/2024,Canada,Toronto,18.1,89,191.2,312,None,Koeppen-A,Temperate,Grassland,22.6,11,NW,Winter,3032624,69734264.17,2
cnd_37,2/6/2024,Canada,Toronto,4.2,33,59.6,266,None,Koeppen-C,Temperate,Wetland,5.9,32.6,S,Winter,4156120,36279879.21,10
cnd_38,2/7/2024,Canada,Toronto,36,19,181.2,478,None,Koeppen-C,Temperate,Tundra,37,23.3,SE,Winter,4988738,58513354.2,6
cnd_39,2/8/2024,Canada,Toronto,1.7,77,23.8,213,None,Koeppen-C,Temperate,Wetland,5.5,25.8,W,Winter,3168949,76961856.71,4
cnd_40,2/9/2024,Canada,Toronto,-4.9,23,25.2,297,None,Koeppen-D,Temperate,Grassland,-3.8,39.9,SE,Winter,5496271,10175683.52,8
cnd_41,2/10/2024,Canada,Toronto,1.5,69,56.7,227,None,Koeppen-A,Temperate,Forest,5,9.9,NE,Winter,8586386,15332052.77,6
cnd_42,2/11/2024,Canada,Toronto,12.7,51,161,433,None,Koeppen-D,Temperate,Forest,15.2,10,S,Winter,4886196,35916374.09,7
cnd_43,2/12/2024,Canada,Toronto,16.2,18,154.1,190,Drought,Koeppen-A,Temperate,Grassland,17.1,33.7,NE,Winter,6834942,61955033.15,2
cnd_44,2/13/2024,Canada,Toronto,37.9,27,67.4,478,None,Koeppen-D,Temperate,Desert,39.2,29.9,SW,Winter,9572009,82571712.88,6
cnd_45,2/14/2024,Canada,Toronto,25.9,27,197,250,None,Koeppen-C,Temperate,Desert,27.2,5.2,NE,Winter,6731574,90936468.58,4
cnd_46,2/15/2024,Canada,Toronto,13.1,49,182.1,305,None,Koeppen-C,Temperate,Wetland,15.6,10.4,SW,Winter,2000340,38636901.81,6
cnd_47,2/16/2024,Canada,Toronto,-7.8,10,96.8,382,None,Koeppen-B,Temperate,Desert,-7.3,29.1,W,Winter,3428239,67905297.08,1
cnd_48,2/17/2024,Canada,Toronto,40.3,89,147.4,63,None,Koeppen-B,Temperate,Forest,44.8,4.9,W,Winter,1100793,21188316.53,5
cnd_49,2/18/2024,Canada,Toronto,15.4,63,172.7,395,Heatwave,Koeppen-A,Temperate,Tundra,18.6,17,NW,Winter,2570291,57444896.65,3
cnd_50,2/19/2024,Canada,Toronto,33.2,66,163.6,223,None,Koeppen-C,Temperate,Tundra,36.5,24.9,SW,Winter,1910639,44290524.03,9
cnd_51,2/20/2024,Canada,Toronto,-0.1,51,33.7,386,None,Koeppen-D,Temperate,Desert,2.5,30.8,W,Winter,8331116,17067460.29,10
cnd_52,2/21/2024,Canada,Toronto,31,90,181.6,74,None,Koeppen-A,Temperate,Wetland,35.5,28.3,NE,Winter,682551,10647309.46,5
cnd_53,2/22/2024,Canada,Toronto,36.5,92,110.4,132,None,Koeppen-C,Temperate,Wetland,41.1,6.7,NE,Winter,5448042,29462716.72,2
cnd_54,2/23/2024,Canada,Toronto,10.3,75,108.1,289,None,Koeppen-B,Temperate,Tundra,14.1,13,W,Winter,4498900,38051889.51,6
cnd_55,2/24/2024,Canada,Toronto,7.1,67,168.6,198,None,Koeppen-B,Temperate,Forest,10.4,36.7,N,Winter,2064885,88414053.87,7
cnd_56,2/25/2024,Canada,Toronto,22.4,33,179.2,271,Flood,Koeppen-D,Temperate,Desert,24,4.6,NE,Winter,2293008,9800485.33,3
cnd_57,2/26/2024,Canada,Toronto,27.9,44,187.1,461,None,Koeppen-A,Temperate,Desert,30.1,38.8,N,Winter,9174707,97688369.38,7
cnd_58,2/27/2024,Canada,Toronto,22.3,35,116,152,Flood,Koeppen-C,Temperate,Grassland,24.1,9.8,NE,Winter,7812137,9041266.41,4
cnd_59,2/28/2024,Canada,Toronto,12.3,21,193.4,271,Heatwave,Koeppen-A,Temperate,Wetland,13.4,11.4,W,Winter,4669498,48588600.14,2
cnd_60,2/29/2024,Canada,Toronto,18.6,30,63.9,192,None,Koeppen-A,Temperate,Desert,20.1,27.6,NE,Winter,692474,73970937.86,3
cnd_61,3/1/2024,Canada,Toronto,2.6,91,56.7,143,None,Koeppen-C,Temperate,Grassland,7.2,23.8,SE,Spring,5373458,55740596.16,4
cnd_62,3/2/2024,Canada,Toronto,8.8,80,137.4,324,Hurricane,Koeppen-C,Temperate,Desert,12.8,4.2,NE,Spring,8381201,21590264.55,4
cnd_63,3/3/2024,Canada,Toronto,26.8,46,87,357,None,Koeppen-D,Temperate,Grassland,29.1,12.8,E,Spring,874509,61529060.77,4
cnd_64,3/4/2024,Canada,Toronto,15.4,42,86.7,244,None,Koeppen-A,Temperate,Forest,17.5,27.9,N,Spring,511682,38625902.16,10
cnd_65,3/5/2024,Canada,Toronto,41.7,65,67.3,284,None,Koeppen-D,Temperate,Forest,45,25.6,NW,Spring,8895150,76716491.82,7
cnd_66,3/6/2024,Canada,Toronto,25.3,95,11.3,345,None,Koeppen-A,Temperate,Grassland,30.1,11.9,SW,Spring,6474489,67649201.32,1
cnd_67,3/7/2024,Canada,Toronto,8.4,77,68.8,500,None,Koeppen-D,Temperate,Grassland,12.2,3.4,SW,Spring,8586270,91655350.7,9
cnd_68,3/8/2024,Canada,Toronto,-3.2,83,0.5,87,None,Koeppen-D,Temperate,Wetland,1,15.1,NE,Spring,8993317,76544978.27,2
cnd_69,3/9/2024,Canada,Toronto,16.6,95,106.3,268,None,Koeppen-D,Temperate,Forest,21.4,21.6,NW,Spring,1510238,89752665.08,2
cnd_70,3/10/2024,Canada,Toronto,41.5,88,27.5,385,Flood,Koeppen-D,Temperate,Wetland,45.9,38.3,NW,Spring,5324680,71674393.5,7
cnd_71,3/11/2024,Canada,Toronto,33.8,66,9.5,157,None,Koeppen-A,Temperate,Grassland,37.1,8.1,N,Spring,3531929,50469738.69,6
cnd_72,3/12/2024,Canada,Toronto,15.2,56,123.4,33,Flood,Koeppen-D,Temperate,Grassland,18,10.7,N,Spring,6322080,70254949.81,4
cnd_73,3/13/2024,Canada,Toronto,43.6,92,195.9,32,None,Koeppen-B,Temperate,Forest,48.2,14.7,S,Spring,194746,94872294.87,2
cnd_74,3/14/2024,Canada,Toronto,14.4,69,124.4,56,None,Koeppen-A,Temperate,Wetland,17.9,18.3,W,Spring,3881211,26826466.19,4
cnd_75,3/15/2024,Canada,Toronto,2,50,71.2,29,Flood,Koeppen-A,Temperate,Tundra,4.5,13.4,N,Spring,7428263,14404332.46,5
cnd_76,3/16/2024,Canada,Toronto,-4,22,66.2,113,None,Koeppen-D,Temperate,Desert,-2.9,25.9,SE,Spring,3343559,72761101.44,3
cnd_77,3/17/2024,Canada,Toronto,1,54,107.6,98,None,Koeppen-A,Temperate,Tundra,3.7,33.3,S,Spring,5598398,50668725.15,8
cnd_78,3/18/2024,Canada,Toronto,37.6,14,116.8,489,None,Koeppen-B,Temperate,Tundra,38.3,21.2,NE,Spring,197477,86263215.33,1
cnd_79,3/19/2024,Canada,Toronto,37.8,81,180.2,51,None,Koeppen-D,Temperate,Forest,41.8,13.9,E,Spring,9491956,11834507.8,8
cnd_80,3/20/2024,Canada,Toronto,36.5,20,49.8,344,Drought,Koeppen-B,Temperate,Grassland,37.5,21.3,NW,Spring,4949468,66383610.65,2
cnd_81,3/21/2024,Canada,Toronto,-8.7,87,163.8,35,None,Koeppen-D,Temperate,Desert,-4.3,27.7,NW,Spring,8074128,76540301.85,1
cnd_82,3/22/2024,Canada,Toronto,32.3,75,150.8,271,None,Koeppen-C,Temperate,Tundra,36,36.1,E,Spring,204438,78976822.06,3
cnd_83,3/23/2024,Canada,Toronto,16.2,69,26.2,72,Hurricane,Koeppen-B,Temperate,Tundra,19.6,13.5,NE,Spring,7079034,46943438.62,7
cnd_84,3/24/2024,Canada,Toronto,16.6,25,13.2,15,None,Koeppen-C,Temperate,Desert,17.9,5,NE,Spring,8677787,80757314.42,3
cnd_85,3/25/2024,Canada,Toronto,-1.1,84,4.4,408,None,Koeppen-D,Temperate,Forest,3.1,6.2,W,Spring,316191,88925381.48,3
cnd_86,3/26/2024,Canada,Toronto,4.1,99,20.6,96,None,Koeppen-D,Temperate,Grassland,9.1,19.1,NW,Spring,7306660,28521974.45,3
cnd_87,3/27/2024,Canada,Toronto,-2,39,49.4,310,None,Koeppen-B,Temperate,Forest,0,19.4,SE,Spring,4833844,82642193.37,10
cnd_88,3/28/2024,Canada,Toronto,44,95,94.5,409,None,Koeppen-C,Temperate,Tundra,48.8,30,SW,Spring,3882269,80440353.48,1
cnd_89,3/29/2024,Canada,Toronto,-8.3,96,40.8,355,Flood,Koeppen-D,Temperate,Tundra,-3.5,12.5,W,Spring,6392712,85896042.9,2
cnd_90,3/30/2024,Canada,Toronto,-1.5,87,59.2,158,None,Koeppen-A,Temperate,Wetland,2.9,33.1,S,Spring,2216184,46620076.45,4
cnd_91,3/31/2024,Canada,Toronto,10,12,166.2,48,None,Koeppen-D,Temperate,Desert,10.6,31.3,NW,Spring,2922788,45192932.69,3
cnd_92,4/1/2024,Canada,Toronto,18.3,44,58,224,None,Koeppen-B,Temperate,Wetland,20.5,19.7,NW,Spring,1165019,1136342.22,1
cnd_93,4/2/2024,Canada,Toronto,-6.2,50,142.7,242,None,Koeppen-B,Temperate,Grassland,-3.7,12.5,NW,Spring,9900589,99862110.7,1
cnd_94,4/3/2024,Canada,Toronto,36.4,89,166.1,366,None,Koeppen-C,Temperate,Wetland,40.9,31.4,NE,Spring,1588317,70373838.21,10
cnd_95,4/4/2024,Canada,Toronto,40.9,23,48.8,484,Heatwave,Koeppen-C,Temperate,Tundra,42,11.2,NE,Spring,3278819,9978699.95,8
cnd_96,4/5/2024,Canada,Toronto,7,16,150.3,83,None,Koeppen-D,Temperate,Forest,7.8,4.5,NE,Spring,7651931,77245850.06,2
cnd_97,4/6/2024,Canada,Toronto,30.2,71,55.7,476,Hurricane,Koeppen-C,Temperate,Tundra,33.8,14.4,SE,Spring,9640892,13926832.77,2
cnd_98,4/7/2024,Canada,Toronto,14.2,11,157.4,227,None,Koeppen-D,Temperate,Forest,14.8,18.9,SE,Spring,754722,1959333.13,5
cnd_99,4/8/2024,Canada,Toronto,17.4,77,20,209,None,Koeppen-B,Temperate,Grassland,21.2,10.4,SW,Spring,6146479,94195152.25,5
cnd_100,4/9/2024,Canada,Toronto,10.8,55,113.9,64,Flood,Koeppen-D,Temperate,Forest,13.6,33.5,E,Spring,8505052,31396972.52,2
cnd_101,4/10/2024,Canada,Toronto,26.7,22,146.8,244,Flood,Koeppen-D,Temperate,Grassland,27.8,36,E,Spring,7773085,88177710.59,10
cnd_102,4/11/2024,Canada,Toronto,23.1,17,182.2,22,None,Koeppen-B,Temperate,Forest,24,26.3,E,Spring,8983002,69692997.11,2
cnd_103,4/12/2024,Canada,Toronto,2.7,32,23.7,350,None,Koeppen-D,Temperate,Grassland,4.3,33.3,E,Spring,1560515,26123915.88,4
cnd_104,4/13/2024,Canada,Toronto,-8.7,99,16.9,135,None,Koeppen-A,Temperate,Tundra,-3.7,39.3,N,Spring,3979442,67850826.89,2
cnd_105,4/14/2024,Canada,Toronto,-3.2,23,71.2,389,None,Koeppen-D,Temperate,Grassland,-2,33.5,NE,Spring,6880801,54843650.85,3
cnd_106,4/15/2024,Canada,Toronto,-1.1,73,29.7,274,None,Koeppen-C,Temperate,Forest,2.6,18.7,N,Spring,8960408,49455688.6,8
cnd_107,4/16/2024,Canada,Toronto,18.8,38,131.6,49,None,Koeppen-D,Temperate,Grassland,20.7,12.3,SW,Spring,1684401,43227212.17,2
cnd_108,4/17/2024,Canada,Toronto,-2.4,57,98.8,279,None,Koeppen-A,Temperate,Grassland,0.5,18.9,NE,Spring,1092959,81096817.21,10
cnd_109,4/18/2024,Canada,Toronto,29.8,14,120.1,397,None,Koeppen-C,Temperate,Wetland,30.5,30.9,NW,Spring,3724019,97841911.91,7
cnd_110,4/19/2024,Canada,Toronto,12.8,13,25,95,None,Koeppen-B,Temperate,Desert,13.5,11.1,NE,Spring,8516104,27425805.49,6
cnd_111,4/20/2024,Canada,Toronto,39.9,100,5.4,107,None,Koeppen-D,Temperate,Desert,44.9,9.9,NE,Spring,8003208,73278105.31,5
cnd_112,4/21/2024,Canada,Toronto,13.3,54,39.7,47,Hurricane,Koeppen-D,Temperate,Grassland,16,4.7,NE,Spring,400302,85171952.25,9
cnd_113,4/22/2024,Canada,Toronto,27.7,96,35.9,469,None,Koeppen-A,Temperate,Forest,32.5,33.3,NW,Spring,2473864,1561640.14,1
cnd_114,4/23/2024,Canada,Toronto,12.5,38,179.1,403,Drought,Koeppen-A,Temperate,Wetland,14.4,11.2,N,Spring,7363500,88397881.94,8
cnd_115,4/24/2024,Canada,Toronto,35.1,41,12.5,161,None,Koeppen-A,Temperate,Forest,37.1,12.2,S,Spring,1026479,40546524.14,1
cnd_116,4/25/2024,Canada,Toronto,40.1,91,27.6,247,None,Koeppen-A,Temperate,Tundra,44.6,20.4,E,Spring,5563300,77166679.67,1
cnd_117,4/26/2024,Canada,Toronto,42.7,15,126.2,124,Drought,Koeppen-B,Temperate,Forest,43.5,22.2,NW,Spring,3507910,65975768.47,9
cnd_118,4/27/2024,Canada,Toronto,22.6,44,102.4,141,None,Koeppen-A,Temperate,Tundra,24.8,25.6,W,Spring,9919161,38093357.24,9
cnd_119,4/28/2024,Canada,Toronto,22.8,40,142,315,None,Koeppen-C,Temperate,Desert,24.8,20.9,SE,Spring,5419678,13349685.57,1
cnd_120,4/29/2024,Canada,Toronto,22.4,20,7.4,437,None,Koeppen-D,Temperate,Tundra,23.4,0.5,NE,Spring,5504805,60392336.14,2
cnd_121,4/30/2024,Canada,Toronto,6.3,96,196.4,385,None,Koeppen-D,Temperate,Grassland,11.1,22.2,E,Spring,3077040,15507485.99,6
cnd_122,5/1/2024,Canada,Toronto,8.5,16,12.4,185,None,Koeppen-A,Temperate,Desert,9.3,7,S,Spring,9254612,96256198.69,5
cnd_123,5/2/2024,Canada,Toronto,16.3,54,103.1,101,None,Koeppen-A,Temperate,Desert,19,20.6,SW,Spring,1879365,97926171.4,1
cnd_124,5/3/2024,Canada,Toronto,-8.5,16,135.4,83,None,Koeppen-A,Temperate,Wetland,-7.7,14.4,SW,Spring,8685545,29948301.9,5
cnd_125,5/4/2024,Canada,Toronto,9.6,43,173.8,107,None,Koeppen-D,Temperate,Wetland,11.8,34.9,SW,Spring,149602,46114150.58,8
cnd_126,5/5/2024,Canada,Toronto,-6.8,43,115.7,340,None,Koeppen-D,Temperate,Forest,-4.7,15.8,NE,Spring,249454,27472223.3,6
cnd_127,5/6/2024,Canada,Toronto,-4.9,93,1.1,369,None,Koeppen-A,Temperate,Desert,-0.2,39.2,N,Spring,5844130,58324842.56,1
cnd_128,5/7/2024,Canada,Toronto,43.8,84,115.1,94,Heatwave,Koeppen-D,Temperate,Grassland,48,15.5,S,Spring,6947603,50564593.1,5
cnd_129,5/8/2024,Canada,Toronto,13.6,79,109.8,231,None,Koeppen-C,Temperate,Tundra,17.6,9.5,E,Spring,3752102,55564483.51,2
cnd_130,5/9/2024,Canada,Toronto,29.7,32,108.9,415,None,Koeppen-C,Temperate,Tundra,31.3,38.4,N,Spring,2634863,46736036.75,6
cnd_28,1/28/2024,Canada,Toronto,-7.5,93,20.9,419,None,Koeppen-C,Temperate,Tundra,-2.8,14.5,NE,Winter,3308935,59494109.24,2
cnd_131,5/10/2024,Canada,Toronto,39.2,60,192.6,102,None,Koeppen-C,Temperate,Desert,42.2,21.2,SE,Spring,4617053,40529935.12,8
cnd_132,5/11/2024,Canada,Toronto,10.7,33,83.5,28,None,Koeppen-A,Temperate,Desert,12.3,15.1,W,Spring,6507316,94006679.39,6
cnd_133,5/12/2024,Canada,Toronto,11.7,81,46.2,355,None,Koeppen-B,Temperate,Forest,15.8,1.9,S,Spring,5293768,29655990.57,9
cnd_134,5/13/2024,Canada,Toronto,11.2,97,169.6,89,None,Koeppen-D,Temperate,Grassland,16.1,4.2,SW,Spring,8666862,10750682.5,6
cnd_135,5/14/2024,Canada,Toronto,39.6,75,4,335,Hurricane,Koeppen-C,Temperate,Grassland,43.4,36.2,W,Spring,8176017,10384462.64,3
cnd_136,5/15/2024,Canada,Toronto,18.7,13,54.2,228,None,Koeppen-D,Temperate,Grassland,19.3,37.8,E,Spring,4899430,12153265.99,4
cnd_137,5/16/2024,Canada,Toronto,44.5,75,94.5,466,None,Koeppen-C,Temperate,Forest,48.2,26,W,Spring,3671775,22943726.85,10
cnd_138,5/17/2024,Canada,Toronto,23.4,96,182.3,259,None,Koeppen-C,Temperate,Forest,28.2,5.5,NE,Spring,3340882,988496.43,4
cnd_139,5/18/2024,Canada,Toronto,14,32,43.7,340,None,Koeppen-D,Temperate,Desert,15.6,20.6,N,Spring,38398,67540005.36,8
cnd_140,5/19/2024,Canada,Toronto,10.4,67,134.8,303,None,Koeppen-C,Temperate,Wetland,13.8,19,SE,Spring,8456300,15605774.5,5
cnd_141,5/20/2024,Canada,Toronto,39.9,90,148,209,None,Koeppen-B,Temperate,Grassland,44.4,26.3,NW,Spring,1490107,69510878.5,8
cnd_142,5/21/2024,Canada,Toronto,33,59,30,147,None,Koeppen-A,Temperate,Wetland,36,18.8,SW,Spring,8055593,23478875.95,8
cnd_143,5/22/2024,Canada,Toronto,20.2,73,182,251,None,Koeppen-C,Temperate,Grassland,23.9,29.3,SE,Spring,6377761,82860644.29,8
cnd_144,5/23/2024,Canada,Toronto,-2.3,40,65.6,347,None,Koeppen-B,Temperate,Grassland,-0.3,21.9,NW,Spring,2327014,79410262.06,5
cnd_145,5/24/2024,Canada,Toronto,43.5,39,18.4,126,None,Koeppen-C,Temperate,Desert,45.5,10.1,W,Spring,7296763,76601772.93,4
cnd_146,5/25/2024,Canada,Toronto,42,19,74.8,88,Drought,Koeppen-A,Temperate,Grassland,43,24.6,NE,Spring,4502266,99496266.19,6
cnd_147,5/26/2024,Canada,Toronto,-3.8,74,184.5,260,None,Koeppen-C,Temperate,Desert,-0.1,17.7,E,Spring,6653733,5117513.88,4
cnd_148,5/27/2024,Canada,Toronto,3.5,49,173.9,211,None,Koeppen-B,Temperate,Grassland,6,33,NW,Spring,4497911,46620282.05,8
cnd_149,5/28/2024,Canada,Toronto,-1.3,41,42.4,287,None,Koeppen-B,Temperate,Desert,0.8,6.8,SW,Spring,2861770,74184718.98,1
cnd_150,5/29/2024,Canada,Toronto,17.7,100,138.5,54,Hurricane,Koeppen-B,Temperate,Desert,22.7,33,E,Spring,824558,67399913.49,4
cnd_151,5/30/2024,Canada,Toronto,23.4,98,56.7,467,None,Koeppen-C,Temperate,Wetland,28.3,30.2,E,Spring,6785090,57174396.68,10
cnd_152,5/31/2024,Canada,Toronto,12.8,88,84,286,Drought,Koeppen-C,Temperate,Wetland,17.2,27.9,SE,Spring,8934513,76547814.57,4
cnd_153,6/1/2024,Canada,Toronto,43.3,15,132.2,339,None,Koeppen-B,Temperate,Grassland,44,1.8,SW,Summer,6804057,32530216.59,10
cnd_154,6/2/2024,Canada,Toronto,36.2,85,26.4,115,None,Koeppen-A,Temperate,Desert,40.5,3.5,SW,Summer,5416904,75102462.18,5
cnd_155,6/3/2024,Canada,Toronto,28.9,35,11.1,54,Heatwave,Koeppen-B,Temperate,Forest,30.6,21.1,E,Summer,4632335,16580906.32,3
cnd_156,6/4/2024,Canada,Toronto,27.3,99,30.8,420,None,Koeppen-C,Temperate,Grassland,32.2,20,E,Summer,5578982,49831937.05,1
cnd_157,6/5/2024,Canada,Toronto,24,77,128.5,397,None,Koeppen-B,Temperate,Tundra,27.9,22.2,NW,Summer,8651586,20868289.99,7
cnd_158,6/6/2024,Canada,Toronto,4.5,80,89.1,300,None,Koeppen-A,Temperate,Forest,8.5,37,SW,Summer,6330756,86005817.61,5
cnd_159,6/7/2024,Canada,Toronto,7.7,90,174.4,13,Hurricane,Koeppen-A,Temperate,Forest,12.2,7,E,Summer,2947337,93380849.14,2
cnd_160,6/8/2024,Canada,Toronto,27.1,56,46.4,160,None,Koeppen-D,Temperate,Forest,29.9,11.6,NE,Summer,4411995,78903401.02,6
cnd_161,6/9/2024,Canada,Toronto,20.4,58,182.3,295,None,Koeppen-C,Temperate,Forest,23.3,1.5,NE,Summer,4645240,87723898.11,4
cnd_162,6/10/2024,Canada,Toronto,-1.3,100,196.2,445,None,Koeppen-A,Temperate,Grassland,3.7,19.6,W,Summer,1037720,99063770.23,2
cnd_163,6/11/2024,Canada,Toronto,40.7,90,145.9,276,Drought,Koeppen-A,Temperate,Wetland,45.2,39.7,S,Summer,982780,20677055.98,7
cnd_164,6/12/2024,Canada,Toronto,27.1,59,3.6,64,Drought,Koeppen-C,Temperate,Desert,30.1,13.1,NW,Summer,5438171,66405401.89,4
cnd_165,6/13/2024,Canada,Toronto,25.6,28,7.9,166,None,Koeppen-A,Temperate,Tundra,27,12.6,NW,Summer,7958767,20378911.24,6
cnd_166,6/14/2024,Canada,Toronto,41.7,80,6.7,454,None,Koeppen-D,Temperate,Grassland,45.7,33.2,N,Summer,1435313,71066392.07,6
cnd_167,6/15/2024,Canada,Toronto,17.1,58,4.5,486,None,Koeppen-B,Temperate,Grassland,20,35.4,N,Summer,3869931,17230449.23,10
cnd_168,6/16/2024,Canada,Toronto,29.6,93,125.4,219,None,Koeppen-B,Temperate,Wetland,34.2,10.4,SW,Summer,9091498,15307092.18,8
cnd_169,6/17/2024,Canada,Toronto,14.3,88,154.9,262,None,Koeppen-D,Temperate,Tundra,18.7,22.3,S,Summer,4607885,26338420.7,4
cnd_170,6/18/2024,Canada,Toronto,9.8,41,22.9,432,None,Koeppen-A,Temperate,Grassland,11.9,6.5,S,Summer,940740,44371118.67,1
