Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
s.a_42,2/11/2024,South Africa,Johannesburg,25.2,75,53.2,339,None,Koeppen-A,Tropical,Tundra,28.9,28.9,N,Winter,6899119,26595720.84,9
s.a_43,2/12/2024,South Africa,Johannesburg,-2.1,69,19.2,165,None,Koeppen-A,Tropical,Grassland,1.4,5,NE,Winter,8391840,82025597.86,6
s.a_44,2/13/2024,South Africa,Johannesburg,2.8,67,85.1,194,None,Koeppen-B,Tropical,Grassland,6.2,19,W,Winter,9688100,23313558.44,6
s.a_45,2/14/2024,South Africa,Johannesburg,-1.7,50,148.3,309,None,Koeppen-B,Tropical,Wetland,0.8,21.2,W,Winter,2347927,93733198.66,7
s.a_46,2/15/2024,South Africa,Johannesburg,13.5,11,157.4,235,None,Koeppen-D,Tropical,Grassland,14.1,23,NE,Winter,428488,38344636.28,6
s.a_47,2/16/2024,South Africa,Johannesburg,37.6,59,45,361,None,Koeppen-A,Tropical,Desert,40.6,32.5,SW,Winter,2201435,45107621.93,3
s.a_48,2/17/2024,South Africa,Johannesburg,44.3,96,108,229,None,Koeppen-C,Tropical,Wetland,49.1,10.2,SW,Winter,6650816,55804441.06,5
s.a_49,2/18/2024,South Africa,Johannesburg,19.7,15,52.1,247,None,Koeppen-D,Tropical,Desert,20.4,9.9,N,Winter,6402741,26827572.93,2
s.a_50,2/19/2024,South Africa,Johannesburg,7.7,67,191.4,128,None,Koeppen-D,Tropical,Wetland,11.1,17.2,W,Winter,37281,99217347.05,10
s.a_51,2/20/2024,South Africa,Johannesburg,42.2,100,110.4,430,Flood,Koeppen-C,Tropical,Desert,47.2,13.2,SE,Winter,6829109,43592842.92,1
s.a_52,2/21/2024,South Africa,Johannesburg,-6.5,18,170.2,446,None,Koeppen-D,Tropical,Desert,-5.6,25.8,W,Winter,3560367,58717476.29,6
s.a_53,2/22/2024,South Africa,Johannesburg,44.9,22,108.2,316,None,Koeppen-C,Tropical,Desert,46,22.9,SW,Winter,4413657,51305857.04,3
s.a_54,2/23/2024,South Africa,Johannesburg,34.6,82,51.7,77,Drought,Koeppen-A,Tropical,Tundra,38.7,39.8,S,Winter,8560017,81888827.65,5
s.a_55,2/24/2024,South Africa,Johannesburg,33,58,100.8,15,Heatwave,Koeppen-C,Tropical,Tundra,35.9,32.2,E,Winter,1900722,42176420.75,10
s.a_56,2/25/2024,South Africa,Johannesburg,19,45,138.3,159,None,Koeppen-B,Tropical,Grassland,21.2,5.2,NW,Winter,9328494,24396275.78,5
s.a_57,2/26/2024,South Africa,Johannesburg,30.9,33,19,97,Heatwave,Koeppen-B,Tropical,Grassland,32.5,22.6,S,Winter,7933748,60586346.38,2
s.a_58,2/27/2024,South Africa,Johannesburg,33.6,61,20.2,215,None,Koeppen-B,Tropical,Tundra,36.6,3.2,W,Winter,8652292,39685465.71,3
s.a_59,2/28/2024,South Africa,Johannesburg,15.6,24,18.6,40,None,Koeppen-B,Tropical,Wetland,16.8,39.6,S,Winter,2079953,85494652.5,5
s.a_60,2/29/2024,South Africa,Johannesburg,22.1,80,63.7,318,None,Koeppen-C,Tropical,Wetland,26.1,2.7,NE,Winter,9020944,42208228.45,7
s.a_61,3/1/2024,South Africa,Johannesburg,27.2,96,171.6,165,None,Koeppen-C,Tropical,Desert,32,23.9,W,Spring,901408,23071996.46,8
s.a_62,3/2/2024,South Africa,Johannesburg,8.7,36,195.3,226,None,Koeppen-A,Tropical,Forest,10.5,25.5,SE,Spring,9887395,50786095.17,2
s.a_63,3/3/2024,South Africa,Johannesburg,-7.4,59,163.7,378,None,Koeppen-C,Tropical,Desert,-4.5,15.6,W,Spring,1234538,70196163.23,6
s.a_64,3/4/2024,South Africa,Johannesburg,14.6,61,35,415,Heatwave,Koeppen-A,Tropical,Wetland,17.6,39.9,NW,Spring,1843694,12068272.44,8
s.a_65,3/5/2024,South Africa,Johannesburg,25,28,154.4,420,None,Koeppen-C,Tropical,Forest,26.4,1.8,N,Spring,3383692,42205766.41,2
s.a_66,3/6/2024,South Africa,Johannesburg,-1.8,42,40.9,457,None,Koeppen-B,Tropical,Forest,0.3,23.9,SE,Spring,1573360,21556849.76,2
s.a_67,3/7/2024,South Africa,Johannesburg,12.7,49,175.5,372,None,Koeppen-D,Tropical,Forest,15.1,12.2,SW,Spring,6879919,74398322.98,9
s.a_68,3/8/2024,South Africa,Johannesburg,8.5,98,123.7,286,None,Koeppen-B,Tropical,Forest,13.4,4.1,E,Spring,5598501,69262728.53,3
s.a_69,3/9/2024,South Africa,Johannesburg,24.6,93,79.9,229,Hurricane,Koeppen-D,Tropical,Wetland,29.2,39.9,SE,Spring,7834091,78900609.2,8
s.a_70,3/10/2024,South Africa,Johannesburg,44.3,72,60.7,328,None,Koeppen-C,Tropical,Tundra,47.9,8.3,E,Spring,5341608,46515546.01,6
s.a_71,3/11/2024,South Africa,Johannesburg,23.1,46,72.4,361,None,Koeppen-B,Tropical,Grassland,25.4,19.3,NE,Spring,1428479,79450993.04,2
s.a_72,3/12/2024,South Africa,Johannesburg,-8.2,42,55.9,54,Heatwave,Koeppen-A,Tropical,Desert,-6.1,7.6,S,Spring,7760413,81485215.14,1
s.a_73,3/13/2024,South Africa,Johannesburg,32,51,109.7,150,None,Koeppen-D,Tropical,Wetland,34.5,16.7,W,Spring,4092744,1489657.04,7
s.a_74,3/14/2024,South Africa,Johannesburg,30,86,138.6,261,None,Koeppen-B,Tropical,Forest,34.3,20.1,E,Spring,2475501,29888445.69,7
s.a_75,3/15/2024,South Africa,Johannesburg,-0.9,18,192.4,430,None,Koeppen-A,Tropical,Forest,0,35.2,E,Spring,5923120,98172850.86,4
s.a_76,3/16/2024,South Africa,Johannesburg,2.2,14,121.9,179,Drought,Koeppen-D,Tropical,Forest,2.9,34.2,SW,Spring,5805910,43607415.21,3
s.a_77,3/17/2024,South Africa,Johannesburg,-9.5,67,183.6,169,None,Koeppen-D,Tropical,Desert,-6.2,11.2,N,Spring,869840,53281928.54,1
s.a_78,3/18/2024,South Africa,Johannesburg,43.3,94,198.8,295,None,Koeppen-D,Tropical,Forest,48,30.4,NE,Spring,2615996,28367563.13,6
s.a_79,3/19/2024,South Africa,Johannesburg,5.5,13,180.2,268,None,Koeppen-B,Tropical,Wetland,6.2,11.3,E,Spring,7242875,17968704.87,9
s.a_80,3/20/2024,South Africa,Johannesburg,1.2,26,74.3,128,None,Koeppen-C,Tropical,Wetland,2.5,34.6,S,Spring,2485093,55528253.8,8
s.a_81,3/21/2024,South Africa,Johannesburg,3.9,83,79.2,170,None,Koeppen-B,Tropical,Forest,8.1,19.1,SW,Spring,7915740,21526715.2,1
s.a_82,3/22/2024,South Africa,Johannesburg,29.8,79,129.5,465,None,Koeppen-B,Tropical,Grassland,33.8,17.8,E,Spring,9126135,44915240.73,5
s.a_83,3/23/2024,South Africa,Johannesburg,34.3,38,45,246,None,Koeppen-A,Tropical,Desert,36.2,31.2,W,Spring,9779092,91291174.5,6
s.a_84,3/24/2024,South Africa,Johannesburg,35.1,30,2.6,460,None,Koeppen-B,Tropical,Desert,36.6,33.7,NE,Spring,529700,37740943.25,5
s.a_85,3/25/2024,South Africa,Johannesburg,16.2,75,134.5,51,None,Koeppen-C,Tropical,Grassland,19.9,24.2,NW,Spring,2355477,90029898.17,8
s.a_86,3/26/2024,South Africa,Johannesburg,2.7,18,105.3,203,Flood,Koeppen-A,Tropical,Desert,3.6,3.6,NE,Spring,7576836,40348501.41,8
s.a_87,3/27/2024,South Africa,Johannesburg,35.4,77,48.6,258,Drought,Koeppen-B,Tropical,Wetland,39.2,15.7,NW,Spring,2761171,42564941.12,6
s.a_88,3/28/2024,South Africa,Johannesburg,37.4,34,153.3,452,None,Koeppen-B,Tropical,Grassland,39.1,12.5,NW,Spring,7005684,10524275.98,3
s.a_89,3/29/2024,South Africa,Johannesburg,27.1,73,157.6,377,Hurricane,Koeppen-C,Tropical,Forest,30.8,37.7,S,Spring,2739092,78902380.2,10
s.a_90,3/30/2024,South Africa,Johannesburg,22.5,70,111.5,196,Heatwave,Koeppen-A,Tropical,Tundra,26,31.3,N,Spring,2424215,44715183.7,8
s.a_91,3/31/2024,South Africa,Johannesburg,11.4,96,14.6,267,None,Koeppen-C,Tropical,Forest,16.2,37.1,S,Spring,509684,97292050.2,3
s.a_92,4/1/2024,South Africa,Johannesburg,9.2,54,74.7,475,None,Koeppen-A,Tropical,Forest,11.9,19.5,W,Spring,5669351,72726667.01,9
s.a_93,4/2/2024,South Africa,Johannesburg,25.4,60,44.6,436,None,Koeppen-D,Tropical,Desert,28.4,15.8,NW,Spring,7988122,37590885.04,2
s.a_94,4/3/2024,South Africa,Johannesburg,11.8,59,4.6,240,Flood,Koeppen-D,Tropical,Wetland,14.8,28.5,N,Spring,7378414,87758134.29,2
s.a_95,4/4/2024,South Africa,Johannesburg,29.9,55,14,348,Flood,Koeppen-A,Tropical,Tundra,32.6,5.6,NE,Spring,8216016,82362892.43,2
s.a_96,4/5/2024,South Africa,Johannesburg,17.8,98,168.7,336,Hurricane,Koeppen-B,Tropical,Grassland,22.7,30.5,NW,Spring,820460,46942355.4,5
s.a_97,4/6/2024,South Africa,Johannesburg,14.9,89,145.2,406,None,Koeppen-A,Tropical,Desert,19.4,23.6,W,Spring,2429026,5295800.97,1
s.a_98,4/7/2024,South Africa,Johannesburg,39.7,84,166.5,470,None,Koeppen-A,Tropical,Wetland,43.9,19.5,SW,Spring,6765775,57870181.25,10
s.a_99,4/8/2024,South Africa,Johannesburg,-9.9,77,197.4,413,None,Koeppen-A,Tropical,Desert,-6.1,11.9,W,Spring,4238798,35531458.72,6
s.a_100,4/9/2024,South Africa,Johannesburg,3.6,15,172.2,153,None,Koeppen-D,Tropical,Grassland,4.3,14.7,SW,Spring,3227151,75802478.36,7
s.a_101,4/10/2024,South Africa,Johannesburg,16.4,71,146.8,293,None,Koeppen-D,Tropical,Tundra,19.9,32.4,NE,Spring,6830883,85974944.23,8
s.a_102,4/11/2024,South Africa,Johannesburg,18.4,79,150.3,261,None,Koeppen-A,Tropical,Tundra,22.3,37.1,SE,Spring,5732216,87516575.96,1
s.a_103,4/12/2024,South Africa,Johannesburg,4,100,166.6,488,None,Koeppen-A,Tropical,Forest,9,7.7,E,Spring,9349131,79741187.02,2
s.a_104,4/13/2024,South Africa,Johannesburg,13.5,28,53.2,371,None,Koeppen-A,Tropical,Grassland,14.9,17,SE,Spring,1443097,23013003.16,5
s.a_105,4/14/2024,South Africa,Johannesburg,14.1,23,75.9,211,None,Koeppen-A,Tropical,Forest,15.2,29.6,E,Spring,1333386,89998357.57,7
s.a_106,4/15/2024,South Africa,Johannesburg,4.7,47,114.6,420,Hurricane,Koeppen-D,Tropical,Forest,7.1,21.2,NW,Spring,8444736,56933134.64,2
s.a_107,4/16/2024,South Africa,Johannesburg,-2.6,24,59.4,363,None,Koeppen-A,Tropical,Tundra,-1.4,21.7,NW,Spring,5511087,9939285.3,4
s.a_108,4/17/2024,South Africa,Johannesburg,11.3,13,14.4,136,None,Koeppen-D,Tropical,Wetland,12,8,SW,Spring,4211938,47206248.3,3
s.a_109,4/18/2024,South Africa,Johannesburg,40.6,28,190.3,453,None,Koeppen-B,Tropical,Desert,42,28.6,E,Spring,5501827,10953594.6,8
s.a_110,4/19/2024,South Africa,Johannesburg,0.1,78,104,410,None,Koeppen-B,Tropical,Forest,4,12.1,E,Spring,1911186,40058346.36,1
s.a_111,4/20/2024,South Africa,Johannesburg,-9.6,96,144.6,379,None,Koeppen-C,Tropical,Grassland,-4.8,9.6,W,Spring,7663511,16640260.11,1
s.a_112,4/21/2024,South Africa,Johannesburg,43.6,93,29.9,140,None,Koeppen-D,Tropical,Desert,48.2,26.2,S,Spring,7711439,81675427.02,9
s.a_113,4/22/2024,South Africa,Johannesburg,-1.3,40,199.5,277,None,Koeppen-A,Tropical,Forest,0.7,2.9,E,Spring,5701423,21941256.08,4
s.a_114,4/23/2024,South Africa,Johannesburg,19.5,87,152.3,450,Hurricane,Koeppen-A,Tropical,Forest,23.9,2,NE,Spring,8115670,66587024.92,1
s.a_115,4/24/2024,South Africa,Johannesburg,-5.6,41,34.4,135,None,Koeppen-B,Tropical,Tundra,-3.5,7,W,Spring,5079581,57412058.29,5
s.a_116,4/25/2024,South Africa,Johannesburg,15.9,84,154.4,19,Heatwave,Koeppen-C,Tropical,Grassland,20.1,32.2,SW,Spring,3603659,55166672.19,1
s.a_117,4/26/2024,South Africa,Johannesburg,-4.6,69,39.3,333,None,Koeppen-C,Tropical,Wetland,-1.1,34.6,NE,Spring,9978882,66191789.25,10
s.a_118,4/27/2024,South Africa,Johannesburg,-8.6,85,85.9,453,None,Koeppen-C,Tropical,Wetland,-4.3,20.6,SE,Spring,4145697,30862198.5,1
s.a_119,4/28/2024,South Africa,Johannesburg,44.7,41,125.4,208,None,Koeppen-B,Tropical,Grassland,46.8,3.2,SE,Spring,6024880,20500600.09,8
s.a_120,4/29/2024,South Africa,Johannesburg,7.9,12,132.4,215,None,Koeppen-B,Tropical,Forest,8.5,21.9,NW,Spring,7849261,49404332.94,10
s.a_121,4/30/2024,South Africa,Johannesburg,25.8,89,137.7,23,None,Koeppen-D,Tropical,Grassland,30.2,39.8,SW,Spring,7599857,44551988.29,10
s.a_122,5/1/2024,South Africa,Johannesburg,23.2,76,62.5,373,None,Koeppen-B,Tropical,Wetland,27,16.3,SW,Spring,1461716,99499280.16,7
s.a_123,5/2/2024,South Africa,Johannesburg,3,69,150.8,262,Flood,Koeppen-D,Tropical,Wetland,6.5,30.6,N,Spring,6864456,39267971.01,6
s.a_124,5/3/2024,South Africa,Johannesburg,23.1,97,106.1,389,None,Koeppen-A,Tropical,Wetland,28,5.4,SW,Spring,7025221,11078791.17,2
s.a_125,5/4/2024,South Africa,Johannesburg,-6.7,29,103,263,None,Koeppen-C,Tropical,Wetland,-5.2,35.8,N,Spring,3046588,31418270.34,8
s.a_126,5/5/2024,South Africa,Johannesburg,-1.3,41,35.5,452,None,Koeppen-B,Tropical,Tundra,0.8,35.6,S,Spring,1302748,23839786.51,4
s.a_127,5/6/2024,South Africa,Johannesburg,-7,10,166.1,295,None,Koeppen-D,Tropical,Grassland,-6.5,16.3,N,Spring,6850356,43020455.01,9
s.a_128,5/7/2024,South Africa,Johannesburg,-8.9,19,44.3,186,None,Koeppen-D,Tropical,Tundra,-8,34.4,W,Spring,6983863,74836965.96,10
s.a_129,5/8/2024,South Africa,Johannesburg,20.1,94,172.5,369,None,Koeppen-A,Tropical,Forest,24.8,14,S,Spring,7079658,32142812.04,1
s.a_130,5/9/2024,South Africa,Johannesburg,-4.4,38,15.1,436,Drought,Koeppen-D,Tropical,Grassland,-2.5,11.6,NW,Spring,8087466,13978540.58,6
s.a_131,5/10/2024,South Africa,Johannesburg,43.3,100,130.2,482,None,Koeppen-C,Tropical,Grassland,48.3,13.7,SE,Spring,9650128,73689583.17,10
s.a_132,5/11/2024,South Africa,Johannesburg,41.9,22,68.2,126,None,Koeppen-D,Tropical,Forest,43,31.5,S,Spring,6337190,10292129.18,9
s.a_133,5/12/2024,South Africa,Johannesburg,-3.9,27,117.9,425,None,Koeppen-A,Tropical,Tundra,-2.5,4.8,S,Spring,471442,41487052.2,8
s.a_134,5/13/2024,South Africa,Johannesburg,1.7,84,85.1,145,None,Koeppen-C,Tropical,Wetland,5.9,3.1,NE,Spring,8769484,92442814.64,7
s.a_135,5/14/2024,South Africa,Johannesburg,6.9,59,146.1,494,None,Koeppen-B,Tropical,Desert,9.9,12.8,E,Spring,4041526,41215997.7,7
s.a_136,5/15/2024,South Africa,Johannesburg,18,61,100.8,118,Hurricane,Koeppen-D,Tropical,Forest,21.1,33,SE,Spring,1767947,51196215.56,8
s.a_137,5/16/2024,South Africa,Johannesburg,15.1,48,22.5,481,None,Koeppen-C,Tropical,Wetland,17.5,37.2,SW,Spring,6607355,13288006.24,2
s.a_138,5/17/2024,South Africa,Johannesburg,23.5,58,160.6,337,None,Koeppen-A,Tropical,Tundra,26.4,5.6,NW,Spring,3369430,41674810.48,5
s.a_139,5/18/2024,South Africa,Johannesburg,-7.9,44,141.4,160,None,Koeppen-A,Tropical,Wetland,-5.7,29.6,S,Spring,7676202,6319768.49,4
s.a_140,5/19/2024,South Africa,Johannesburg,8.9,68,51,148,None,Koeppen-B,Tropical,Forest,12.3,13.3,NW,Spring,7473689,3214297.2,1
s.a_141,5/20/2024,South Africa,Johannesburg,44.1,27,32.7,441,None,Koeppen-D,Tropical,Grassland,45.5,38.6,SE,Spring,9517003,25740891.11,7
s.a_142,5/21/2024,South Africa,Johannesburg,43.5,39,100.5,159,None,Koeppen-C,Tropical,Desert,45.5,21.5,SW,Spring,1817590,26443594.9,7
s.a_143,5/22/2024,South Africa,Johannesburg,12.3,37,3.7,299,None,Koeppen-B,Tropical,Tundra,14.2,20.4,NE,Spring,4139867,98034608.24,8
s.a_144,5/23/2024,South Africa,Johannesburg,-1.3,35,49.3,320,None,Koeppen-D,Tropical,Desert,0.4,11.1,S,Spring,5547607,37976298.97,8
s.a_145,5/24/2024,South Africa,Johannesburg,11.2,45,40,368,Drought,Koeppen-A,Tropical,Grassland,13.4,25.5,S,Spring,7614151,97755103.34,9
s.a_146,5/25/2024,South Africa,Johannesburg,14,43,39.9,43,None,Koeppen-C,Tropical,Forest,16.1,10.6,S,Spring,5062063,34517510.46,7
s.a_147,5/26/2024,South Africa,Johannesburg,-2.1,59,93.9,143,Hurricane,Koeppen-D,Tropical,Wetland,0.9,28.3,E,Spring,6212353,73160027.18,8
s.a_148,5/27/2024,South Africa,Johannesburg,11.8,17,117.9,296,None,Koeppen-C,Tropical,Wetland,12.7,9.7,NE,Spring,2111182,41548566.42,4
s.a_149,5/28/2024,South Africa,Johannesburg,31.9,31,192.9,231,None,Koeppen-B,Tropical,Desert,33.4,33.3,SE,Spring,1255580,98964376.88,3
s.a_150,5/29/2024,South Africa,Johannesburg,20.2,82,78.5,270,None,Koeppen-A,Tropical,Tundra,24.3,13,E,Spring,7483123,29611200.73,10
s.a_151,5/30/2024,South Africa,Johannesburg,8.5,86,8.2,458,Flood,Koeppen-A,Tropical,Desert,12.8,39.1,S,Spring,6633965,73191011.47,8
s.a_152,5/31/2024,South Africa,Johannesburg,20,19,124.4,493,None,Koeppen-C,Tropical,Forest,20.9,8.3,NE,Spring,5852993,43504730.73,3
s.a_153,6/1/2024,South Africa,Johannesburg,38.2,80,95.7,78,Heatwave,Koeppen-C,Tropical,Grassland,42.2,39.9,SW,Summer,6887373,21171668.77,1
s.a_154,6/2/2024,South Africa,Johannesburg,1.8,97,13.9,122,None,Koeppen-B,Tropical,Grassland,6.7,25.4,S,Summer,7458021,72478432.82,7
s.a_155,6/3/2024,South Africa,Johannesburg,38.5,16,111.3,72,None,Koeppen-B,Tropical,Desert,39.3,0.9,SW,Summer,7700723,80416581.62,10
s.a_156,6/4/2024,South Africa,Johannesburg,10,17,39.9,288,Drought,Koeppen-A,Tropical,Forest,10.8,24.8,NE,Summer,9209773,86443696.01,2
s.a_157,6/5/2024,South Africa,Johannesburg,16.4,26,112.4,187,None,Koeppen-B,Tropical,Wetland,17.7,17.3,E,Summer,3010611,41334171.45,6
s.a_158,6/6/2024,South Africa,Johannesburg,20.3,56,89.9,180,None,Koeppen-B,Tropical,Forest,23.1,0.5,N,Summer,9793373,85980204.76,9
s.a_159,6/7/2024,South Africa,Johannesburg,34.3,35,118.3,439,None,Koeppen-B,Tropical,Tundra,36,12.4,W,Summer,9245642,80509633.88,10
s.a_160,6/8/2024,South Africa,Johannesburg,3.2,74,69.2,377,None,Koeppen-B,Tropical,Grassland,6.9,37.1,SW,Summer,9975936,35526387.81,2
s.a_161,6/9/2024,South Africa,Johannesburg,20.2,74,38.1,171,None,Koeppen-C,Tropical,Desert,23.9,35.9,S,Summer,5367402,79126229.58,5
s.a_162,6/10/2024,South Africa,Johannesburg,10.4,17,65,110,None,Koeppen-B,Tropical,Wetland,11.2,17.6,W,Summer,8786231,51904938.57,6
s.a_163,6/11/2024,South Africa,Johannesburg,0.2,34,151.6,426,None,Koeppen-D,Tropical,Tundra,1.9,32.9,W,Summer,1219096,76443802.38,2
s.a_164,6/12/2024,South Africa,Johannesburg,38,87,64.3,119,None,Koeppen-D,Tropical,Desert,42.4,10.4,SW,Summer,1902294,18165305.37,6
