Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
ind_34,2/3/2024,Inda,Delhi,39.8,43,116.8,362,None,Koeppen-C,Arid,Tundra,41.9,39.2,SE,Winter,9312598,58313684.25,4
ind_35,2/4/2024,Inda,Delhi,7.2,38,173.2,64,Drought,Koeppen-D,Arid,Desert,9.1,5.5,NW,Winter,4221178,20181179.15,8
ind_36,2/5/2024,Inda,Delhi,5.6,23,169.1,361,None,Koeppen-A,Arid,Desert,6.8,16,SE,Winter,3243179,12501376.68,1
ind_37,2/6/2024,Inda,Delhi,20.2,44,99.9,447,None,Koeppen-A,Arid,Grassland,22.4,11.5,N,Winter,2530791,3149647,10
ind_38,2/7/2024,Inda,Delhi,40.6,90,86.7,383,Hurricane,Koeppen-B,Arid,Wetland,45.1,39.4,NE,Winter,8999434,27132739.55,1
ind_39,2/8/2024,Inda,Delhi,45,100,169.5,457,Flood,Koeppen-A,Arid,Grassland,50,8,W,Winter,6073759,49809740.27,1
ind_40,2/9/2024,Inda,Delhi,20.5,51,163.5,315,None,Koeppen-D,Arid,Forest,23.1,11.9,E,Winter,234569,76559776.32,9
ind_41,2/10/2024,Inda,Delhi,26.4,72,43.1,214,None,Koeppen-C,Arid,Desert,30,27.5,W,Winter,5588175,27289527.18,8
ind_42,2/11/2024,Inda,Delhi,-8.8,70,104.3,446,None,Koeppen-C,Arid,Grassland,-5.3,29.6,E,Winter,3223790,53613729.95,6
ind_43,2/12/2024,Inda,Delhi,-2,14,185.1,221,None,Koeppen-C,Arid,Forest,-1.3,28.1,S,Winter,9661037,97929891.7,4
ind_44,2/13/2024,Inda,Delhi,36.8,21,2.9,456,None,Koeppen-D,Arid,Wetland,37.8,6.3,N,Winter,3075395,60838595.78,8
ind_45,2/14/2024,Inda,Delhi,35.2,28,112.4,223,None,Koeppen-A,Arid,Desert,36.6,37.6,NW,Winter,2011291,79927099.17,5
ind_46,2/15/2024,Inda,Delhi,38.8,50,157.1,283,None,Koeppen-A,Arid,Forest,41.3,4.8,N,Winter,1354985,44547564.4,5
ind_47,2/16/2024,Inda,Delhi,4.7,88,22.6,407,Flood,Koeppen-B,Arid,Tundra,9.1,36.4,NE,Winter,9171468,52546219.24,10
ind_48,2/17/2024,Inda,Delhi,37.8,70,86.4,35,None,Koeppen-B,Arid,Wetland,41.3,33.8,W,Winter,4776000,68834972.92,7
ind_49,2/18/2024,Inda,Delhi,9.7,76,115.7,163,None,Koeppen-C,Arid,Tundra,13.5,0.1,N,Winter,8110814,74311966.08,5
ind_50,2/19/2024,Inda,Delhi,4.7,54,86.3,53,None,Koeppen-A,Arid,Grassland,7.4,7.5,N,Winter,1228385,54346402.28,5
ind_51,2/20/2024,Inda,Delhi,13.5,87,1.5,374,None,Koeppen-C,Arid,Wetland,17.9,7.1,SE,Winter,9691935,52571850.27,9
ind_52,2/21/2024,Inda,Delhi,21.1,70,124.7,161,Flood,Koeppen-B,Arid,Desert,24.6,7.9,NE,Winter,3659626,30325015.18,5
ind_53,2/22/2024,Inda,Delhi,39.2,93,28.3,410,None,Koeppen-D,Arid,Forest,43.9,13.4,S,Winter,1233669,73261885.67,3
ind_54,2/23/2024,Inda,Delhi,35.5,81,147.3,194,Hurricane,Koeppen-B,Arid,Wetland,39.5,3.8,E,Winter,1826285,86476875.54,6
ind_55,2/24/2024,Inda,Delhi,-6.8,65,75.3,43,None,Koeppen-C,Arid,Wetland,-3.5,0.6,N,Winter,921011,2696795.6,9
ind_56,2/25/2024,Inda,Delhi,1.3,84,99.8,491,None,Koeppen-D,Arid,Grassland,5.5,24.3,W,Winter,2978036,58375636.05,3
ind_57,2/26/2024,Inda,Delhi,9.4,99,160.3,169,None,Koeppen-D,Arid,Wetland,14.4,12.7,W,Winter,6617532,39116603.98,5
ind_58,2/27/2024,Inda,Delhi,25.8,78,144,470,None,Koeppen-C,Arid,Wetland,29.7,21.2,W,Winter,8832141,14264538.56,9
ind_59,2/28/2024,Inda,Delhi,36.1,79,60.8,21,None,Koeppen-C,Arid,Wetland,40.1,31.2,N,Winter,4908182,3581126.92,1
ind_60,2/29/2024,Inda,Delhi,27.1,44,123.8,135,Flood,Koeppen-B,Arid,Desert,29.3,16.2,NE,Winter,5633239,73062760.98,10
ind_61,3/1/2024,Inda,Delhi,-7.7,51,34,430,None,Koeppen-C,Arid,Desert,-5.2,38.3,E,Spring,7605205,72095259.15,9
ind_62,3/2/2024,Inda,Delhi,22.4,86,119.3,196,None,Koeppen-D,Arid,Desert,26.7,10.3,E,Spring,3726053,66515431.22,1
ind_63,3/3/2024,Inda,Delhi,35.3,17,20.8,266,None,Koeppen-A,Arid,Forest,36.1,15.9,SW,Spring,7999542,53868970.03,7
ind_64,3/4/2024,Inda,Delhi,2.9,92,81.4,172,Heatwave,Koeppen-B,Arid,Tundra,7.5,11.1,SE,Spring,4200479,2068280.36,5
ind_65,3/5/2024,Inda,Delhi,34.2,71,38.6,484,None,Koeppen-D,Arid,Grassland,37.8,37.4,W,Spring,9150071,96752384.07,9
ind_66,3/6/2024,Inda,Delhi,26.3,86,50.8,255,None,Koeppen-C,Arid,Grassland,30.6,18,NW,Spring,4148897,63523070.13,9
ind_67,3/7/2024,Inda,Delhi,22.2,64,111.8,39,None,Koeppen-D,Arid,Wetland,25.4,10.8,N,Spring,8803912,72221213.69,8
ind_68,3/8/2024,Inda,Delhi,25.8,83,121.5,178,None,Koeppen-B,Arid,Desert,30,4,NW,Spring,7329518,23177837.97,3
ind_69,3/9/2024,Inda,Delhi,16.6,100,190.9,457,None,Koeppen-B,Arid,Grassland,21.6,0.7,W,Spring,5083498,17989359.39,3
ind_70,3/10/2024,Inda,Delhi,-4.4,91,60.5,317,None,Koeppen-C,Arid,Tundra,0.1,2.2,S,Spring,9048896,64670311.6,8
ind_71,3/11/2024,Inda,Delhi,-6.2,35,186.1,449,None,Koeppen-D,Arid,Tundra,-4.5,28.3,NW,Spring,8052331,53658197.3,3
ind_72,3/12/2024,Inda,Delhi,-4.4,52,16.6,229,None,Koeppen-A,Arid,Wetland,-1.8,2,SW,Spring,241163,69880119.78,7
ind_73,3/13/2024,Inda,Delhi,-5,67,192,149,None,Koeppen-C,Arid,Wetland,-1.6,27.8,NE,Spring,1801817,63290228.41,4
ind_74,3/14/2024,Inda,Delhi,4,30,186.8,64,None,Koeppen-B,Arid,Grassland,5.5,34.4,N,Spring,4143147,81973505.07,3
ind_75,3/15/2024,Inda,Delhi,-3.5,42,59.6,53,None,Koeppen-A,Arid,Tundra,-1.4,31.7,W,Spring,1176425,66807490.12,1
ind_76,3/16/2024,Inda,Delhi,25,22,146.5,174,None,Koeppen-B,Arid,Wetland,26.1,16,NE,Spring,6805580,71713277.05,7
ind_77,3/17/2024,Inda,Delhi,26.7,79,152.3,23,None,Koeppen-B,Arid,Desert,30.6,8.8,W,Spring,5053936,67332435.01,5
ind_78,3/18/2024,Inda,Delhi,-5.9,15,187.4,61,Drought,Koeppen-B,Arid,Desert,-5.2,33.3,W,Spring,138407,68552764.34,6
ind_79,3/19/2024,Inda,Delhi,38.7,66,184.9,73,None,Koeppen-B,Arid,Desert,42,32.2,SW,Spring,92774,65369555.86,9
ind_80,3/20/2024,Inda,Delhi,27,43,150.5,128,None,Koeppen-B,Arid,Tundra,29.1,38,SW,Spring,5133463,16796903.03,2
ind_81,3/21/2024,Inda,Delhi,22.5,40,65.5,187,None,Koeppen-D,Arid,Grassland,24.5,13.5,SE,Spring,4973360,59711566.03,6
ind_82,3/22/2024,Inda,Delhi,38.2,86,73.4,435,None,Koeppen-D,Arid,Wetland,42.5,14.2,W,Spring,9052373,64102657.34,3
ind_83,3/23/2024,Inda,Delhi,10.5,54,191.1,325,None,Koeppen-B,Arid,Forest,13.2,17.8,N,Spring,4354607,57895110.9,4
ind_84,3/24/2024,Inda,Delhi,40,15,91.7,147,None,Koeppen-B,Arid,Grassland,40.8,7.3,SE,Spring,9307553,99758428.83,1
ind_85,3/25/2024,Inda,Delhi,39.7,64,132.4,172,None,Koeppen-A,Arid,Tundra,42.9,3.8,SE,Spring,2260912,56769652.82,4
ind_86,3/26/2024,Inda,Delhi,13.2,70,174.4,223,None,Koeppen-A,Arid,Wetland,16.7,15.9,SE,Spring,9536290,1259254.66,1
ind_87,3/27/2024,Inda,Delhi,33.1,63,122.3,92,None,Koeppen-A,Arid,Tundra,36.2,3.2,E,Spring,7545642,64357652,4
ind_88,3/28/2024,Inda,Delhi,43,85,116.2,189,Flood,Koeppen-B,Arid,Grassland,47.2,27.7,W,Spring,6390022,74652230.82,1
ind_89,3/29/2024,Inda,Delhi,24,98,6.5,140,Drought,Koeppen-D,Arid,Tundra,28.9,38.8,NW,Spring,9253667,44487323.58,3
ind_90,3/30/2024,Inda,Delhi,-2,66,68.2,268,None,Koeppen-D,Arid,Grassland,1.3,19.7,SW,Spring,4773052,73357540.9,8
ind_91,3/31/2024,Inda,Delhi,32.1,76,150.7,441,None,Koeppen-B,Arid,Tundra,35.9,17.2,N,Spring,1405187,99008630.65,8
ind_92,4/1/2024,Inda,Delhi,0.5,81,33.3,263,None,Koeppen-C,Arid,Forest,4.5,28.5,NE,Spring,4110417,89129657.26,8
ind_93,4/2/2024,Inda,Delhi,-4.1,65,74.6,270,None,Koeppen-D,Arid,Grassland,-0.8,38.1,NE,Spring,7813028,98005250.66,8
ind_94,4/3/2024,Inda,Delhi,24.8,100,114.8,236,None,Koeppen-B,Arid,Forest,29.8,31.2,E,Spring,654532,50139437.11,9
ind_95,4/4/2024,Inda,Delhi,39.9,84,67.6,115,Flood,Koeppen-C,Arid,Desert,44.1,26.7,NE,Spring,2630671,13827044.93,1
ind_96,4/5/2024,Inda,Delhi,34.2,52,130.5,21,None,Koeppen-D,Arid,Desert,36.8,23.8,S,Spring,3663450,23691005.35,4
ind_97,4/6/2024,Inda,Delhi,44.8,62,30.3,426,None,Koeppen-A,Arid,Forest,47.9,26.8,NW,Spring,9147672,47904641.26,4
ind_98,4/7/2024,Inda,Delhi,21.5,96,165.7,227,None,Koeppen-B,Arid,Tundra,26.3,31.7,N,Spring,3012376,84062434.42,6
ind_99,4/8/2024,Inda,Delhi,-9.5,38,89.9,341,None,Koeppen-C,Arid,Desert,-7.6,24.7,SE,Spring,2252472,52506899.83,9
ind_100,4/9/2024,Inda,Delhi,-2.1,74,50.4,372,Hurricane,Koeppen-A,Arid,Desert,1.6,9.5,N,Spring,9557914,57499869.55,9
ind_101,4/10/2024,Inda,Delhi,13.5,33,55.6,241,None,Koeppen-A,Arid,Desert,15.2,33.6,NE,Spring,7648476,24379875.71,2
ind_102,4/11/2024,Inda,Delhi,-8.6,18,29.3,433,None,Koeppen-D,Arid,Wetland,-7.7,14.3,SW,Spring,6804733,36207121.91,8
ind_103,4/12/2024,Inda,Delhi,1.9,82,88.5,140,Hurricane,Koeppen-D,Arid,Desert,6,9.7,NW,Spring,8316314,99127489.66,4
ind_104,4/13/2024,Inda,Delhi,35.3,19,98.2,439,None,Koeppen-A,Arid,Grassland,36.2,19.7,SW,Spring,1189919,89505647.57,2
ind_105,4/14/2024,Inda,Delhi,-3.8,96,52.7,482,None,Koeppen-A,Arid,Desert,1,7.6,NW,Spring,5153594,91219701.12,5
ind_106,4/15/2024,Inda,Delhi,39.8,13,199.6,113,None,Koeppen-B,Arid,Grassland,40.4,25.8,N,Spring,8463987,14174160.83,3
ind_107,4/16/2024,Inda,Delhi,17.6,82,129.1,123,None,Koeppen-B,Arid,Wetland,21.7,28.1,N,Spring,2435293,9514185.86,7
ind_108,4/17/2024,Inda,Delhi,10.3,17,123.7,351,None,Koeppen-C,Arid,Forest,11.2,36.9,E,Spring,7724954,71328003.55,4
ind_109,4/18/2024,Inda,Delhi,19.8,17,105,301,None,Koeppen-B,Arid,Desert,20.7,10.3,N,Spring,550349,89086374.91,4
ind_110,4/19/2024,Inda,Delhi,17.8,76,72.2,119,Drought,Koeppen-C,Arid,Forest,21.6,29.3,SW,Spring,1619534,63368078.77,7
ind_111,4/20/2024,Inda,Delhi,30,87,178.1,109,None,Koeppen-B,Arid,Grassland,34.4,28.2,NE,Spring,4323766,81622221.53,6
ind_112,4/21/2024,Inda,Delhi,24.9,38,179.8,375,None,Koeppen-A,Arid,Wetland,26.8,26.2,S,Spring,2395025,64780319.76,2
ind_113,4/22/2024,Inda,Delhi,10.8,84,186.3,102,None,Koeppen-C,Arid,Grassland,15,19.4,N,Spring,8128706,97415828.09,3
ind_114,4/23/2024,Inda,Delhi,-7.4,23,126.6,120,None,Koeppen-B,Arid,Wetland,-6.2,20.5,SE,Spring,6895437,25379352.96,10
ind_115,4/24/2024,Inda,Delhi,44.2,96,44.1,86,None,Koeppen-D,Arid,Grassland,49,35.2,W,Spring,26997,78825667.18,2
ind_116,4/25/2024,Inda,Delhi,44.5,38,175.3,26,None,Koeppen-B,Arid,Tundra,46.4,12.9,E,Spring,6565850,14442826.7,2
ind_117,4/26/2024,Inda,Delhi,43,48,196.4,275,None,Koeppen-D,Arid,Tundra,45.4,38.8,S,Spring,154434,34449673.72,9
ind_118,4/27/2024,Inda,Delhi,-1.3,30,12,294,None,Koeppen-B,Arid,Grassland,0.2,17,E,Spring,7670292,46506329.01,6
ind_119,4/28/2024,Inda,Delhi,26.9,46,129.9,347,Flood,Koeppen-C,Arid,Grassland,29.2,36.1,N,Spring,7288977,20706521.53,10
ind_120,4/29/2024,Inda,Delhi,26.8,66,65.3,345,None,Koeppen-B,Arid,Wetland,30.1,16.4,SE,Spring,7823647,81868852.3,6
ind_121,4/30/2024,Inda,Delhi,7.2,17,84.1,43,None,Koeppen-D,Arid,Desert,8.1,34.3,NE,Spring,6580967,58514950.86,8
ind_122,5/1/2024,Inda,Delhi,7.6,71,109.1,55,None,Koeppen-C,Arid,Forest,11.2,35,SW,Spring,8918044,14592218.03,8
ind_123,5/2/2024,Inda,Delhi,33.1,49,152.9,171,None,Koeppen-B,Arid,Wetland,35.6,31.1,E,Spring,6617598,40168267.38,5
ind_124,5/3/2024,Inda,Delhi,-8.4,59,142.2,91,None,Koeppen-A,Arid,Tundra,-5.5,12.2,W,Spring,2899535,42535858.61,4
ind_125,5/4/2024,Inda,Delhi,30.7,44,32.7,215,None,Koeppen-B,Arid,Forest,32.9,4.1,N,Spring,3383431,65805369.85,7
ind_126,5/5/2024,Inda,Delhi,21.6,77,37.6,154,Flood,Koeppen-B,Arid,Wetland,25.5,28.9,E,Spring,6594905,42044301.19,9
ind_127,5/6/2024,Inda,Delhi,7.8,25,75.4,491,None,Koeppen-B,Arid,Tundra,9.1,16.1,S,Spring,442547,56022890.67,5
ind_128,5/7/2024,Inda,Delhi,-6.4,43,111,248,None,Koeppen-D,Arid,Desert,-4.2,27.1,SW,Spring,7869755,36495470.55,8
ind_129,5/8/2024,Inda,Delhi,0.2,92,18.2,274,None,Koeppen-C,Arid,Desert,4.8,7.5,SE,Spring,1302423,9821051.12,4
ind_130,5/9/2024,Inda,Delhi,4.9,87,111.5,39,Heatwave,Koeppen-D,Arid,Tundra,9.2,30.7,SE,Spring,4025881,52380339.69,7
ind_131,5/10/2024,Inda,Delhi,24.3,11,179.6,401,None,Koeppen-D,Arid,Forest,24.9,34.2,SW,Spring,1979088,78935030.33,5
ind_132,5/11/2024,Inda,Delhi,28.6,91,171.1,426,Heatwave,Koeppen-B,Arid,Wetland,33.1,11.8,N,Spring,4559269,5009699.63,5
ind_133,5/12/2024,Inda,Delhi,22.1,23,197.7,435,Heatwave,Koeppen-C,Arid,Grassland,23.2,33.6,SW,Spring,9625904,95538094.14,10
ind_134,5/13/2024,Inda,Delhi,38.8,31,148.9,358,None,Koeppen-B,Arid,Forest,40.3,16.2,E,Spring,3132930,73035894.11,2
ind_135,5/14/2024,Inda,Delhi,37,54,54.1,255,None,Koeppen-D,Arid,Wetland,39.7,19.2,E,Spring,6279764,25747708.1,10
ind_136,5/15/2024,Inda,Delhi,-9.1,45,181.9,375,Flood,Koeppen-B,Arid,Wetland,-6.8,34.9,NW,Spring,5991767,52938023.19,6
ind_137,5/16/2024,Inda,Delhi,9.7,30,86.9,69,None,Koeppen-B,Arid,Tundra,11.2,26.7,E,Spring,638703,48486453.23,4
ind_138,5/17/2024,Inda,Delhi,25.8,23,106.7,83,None,Koeppen-D,Arid,Forest,26.9,3.3,SW,Spring,6573532,90123293.64,2
ind_139,5/18/2024,Inda,Delhi,22.6,100,33.5,48,None,Koeppen-A,Arid,Tundra,27.6,9.4,SE,Spring,2860438,53671470.94,10
ind_140,5/19/2024,Inda,Delhi,30.5,21,144.6,16,None,Koeppen-B,Arid,Forest,31.6,23.1,S,Spring,8059657,61275815.27,3
ind_141,5/20/2024,Inda,Delhi,29.4,59,179.3,452,None,Koeppen-D,Arid,Grassland,32.4,3.4,SW,Spring,5109984,47856022.02,2
ind_142,5/21/2024,Inda,Delhi,-3,72,0.5,433,None,Koeppen-D,Arid,Grassland,0.6,4.8,NE,Spring,6119181,10439252.44,2
ind_143,5/22/2024,Inda,Delhi,43.4,36,140.6,420,None,Koeppen-D,Arid,Desert,45.2,4.1,SW,Spring,2342510,90587292.37,7
ind_144,5/23/2024,Inda,Delhi,27.9,37,172,140,None,Koeppen-B,Arid,Tundra,29.8,13.2,SE,Spring,9929131,19024967.64,5
ind_145,5/24/2024,Inda,Delhi,35.6,30,6.3,200,None,Koeppen-B,Arid,Wetland,37.1,31,NW,Spring,1860593,22522331.58,5
ind_146,5/25/2024,Inda,Delhi,21,82,181.6,370,None,Koeppen-A,Arid,Forest,25.1,31.4,N,Spring,2982661,40849621.6,3
ind_147,5/26/2024,Inda,Delhi,32.4,18,143.5,48,None,Koeppen-A,Arid,Forest,33.3,16.7,S,Spring,5748346,12829958.05,3
ind_148,5/27/2024,Inda,Delhi,31.7,69,127.2,280,None,Koeppen-A,Arid,Desert,35.1,13.6,E,Spring,6398755,75859557.54,7
ind_149,5/28/2024,Inda,Delhi,24.8,27,96.8,312,None,Koeppen-C,Arid,Grassland,26.2,19.7,S,Spring,3155570,36488595.83,4
ind_150,5/29/2024,Inda,Delhi,15.4,23,126.4,479,Hurricane,Koeppen-B,Arid,Tundra,16.6,21,S,Spring,4623975,20655096.07,6
ind_151,5/30/2024,Inda,Delhi,28.2,90,142.2,197,None,Koeppen-A,Arid,Tundra,32.7,13.2,E,Spring,3844343,94620675.18,3
ind_152,5/31/2024,Inda,Delhi,-4.9,69,143.3,201,None,Koeppen-A,Arid,Desert,-1.5,39.6,S,Spring,4828286,2161817.21,9
ind_153,6/1/2024,Inda,Delhi,4.2,86,114.3,462,Drought,Koeppen-C,Arid,Wetland,8.5,34.8,NE,Summer,55762,22139387.69,9
ind_154,6/2/2024,Inda,Delhi,-8.9,81,198.1,256,None,Koeppen-D,Arid,Wetland,-4.9,22,W,Summer,268524,68002390.78,5
ind_155,6/3/2024,Inda,Delhi,-8.5,16,29.5,188,None,Koeppen-C,Arid,Tundra,-7.7,8.1,SW,Summer,4636683,25667651.16,9
ind_156,6/4/2024,Inda,Delhi,37.2,95,169.9,304,None,Koeppen-B,Arid,Grassland,42,27.1,SE,Summer,6214787,80943267.72,3
ind_157,6/5/2024,Inda,Delhi,-9.4,29,77.4,499,None,Koeppen-C,Arid,Forest,-8,21.9,N,Summer,9739208,21951559.83,9
ind_158,6/6/2024,Inda,Delhi,-0.2,39,144.1,292,None,Koeppen-B,Arid,Grassland,1.8,17.8,SW,Summer,8782776,80416584.2,8
ind_159,6/7/2024,Inda,Delhi,30.2,30,34.7,205,None,Koeppen-C,Arid,Desert,31.7,26.6,E,Summer,2365625,6442443.75,7
ind_160,6/8/2024,Inda,Delhi,20.9,87,7.3,105,Hurricane,Koeppen-D,Arid,Tundra,25.2,5.2,S,Summer,7612995,66700562.61,10
ind_161,6/9/2024,Inda,Delhi,28.8,28,84.4,21,None,Koeppen-B,Arid,Tundra,30.2,24.7,E,Summer,2754294,57003436.81,10
ind_162,6/10/2024,Inda,Delhi,28.2,52,53.5,239,None,Koeppen-B,Arid,Forest,30.8,2.5,E,Summer,637869,67985759.54,6
ind_163,6/11/2024,Inda,Delhi,41.2,53,60.5,422,None,Koeppen-B,Arid,Desert,43.9,24.7,S,Summer,1339731,43814661.17,9
ind_164,6/12/2024,Inda,Delhi,19.4,83,84,448,None,Koeppen-B,Arid,Desert,23.5,0.7,NE,Summer,6754013,92828624.47,1
ind_165,6/13/2024,Inda,Delhi,-6.2,65,151,473,None,Koeppen-B,Arid,Desert,-3,6.7,W,Summer,2060030,6074213.57,1
ind_166,6/14/2024,Inda,Delhi,30.9,96,112.4,359,None,Koeppen-D,Arid,Forest,35.7,14.6,E,Summer,4203658,291992.19,1
ind_167,6/15/2024,Inda,Delhi,9.3,52,98.6,471,Drought,Koeppen-A,Arid,Desert,11.9,7,E,Summer,3751693,75521430.17,3
ind_168,6/16/2024,Inda,Delhi,10.3,100,3.7,44,None,Koeppen-A,Arid,Grassland,15.3,6.7,W,Summer,2075888,75592263.5,10
ind_169,6/17/2024,Inda,Delhi,43.4,71,37.1,467,None,Koeppen-B,Arid,Tundra,46.9,22,S,Summer,1814604,41941677.08,7
ind_170,6/18/2024,Inda,Delhi,14.2,75,167.9,152,None,Koeppen-D,Arid,Grassland,17.9,27.8,SE,Summer,4352255,95457848.7,5
ind_171,6/19/2024,Inda,Delhi,28.3,36,24.8,316,None,Koeppen-C,Arid,Forest,30.1,29.8,SW,Summer,7209924,69808409.41,9
ind_172,6/20/2024,Inda,Delhi,43.8,37,94.6,42,None,Koeppen-B,Arid,Tundra,45.6,25.5,N,Summer,455896,48249932.5,10
ind_173,6/21/2024,Inda,Delhi,15.6,37,60.4,102,Drought,Koeppen-C,Arid,Tundra,17.4,15.7,NE,Summer,6021773,12381170.57,10
ind_174,6/22/2024,Inda,Delhi,5.1,97,199.8,38,None,Koeppen-A,Arid,Forest,9.9,0.5,N,Summer,6315793,80956173.57,3
ind_175,6/23/2024,Inda,Delhi,22.5,64,67.9,155,None,Koeppen-C,Arid,Wetland,25.7,14.6,N,Summer,3354375,10918960.7,5
